,Unnamed: 0,tweet_case_norm_labelling,score,sentiment,sentiment_score,tweet,date,username,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,tweet_case_norm,sentiment_predict
535,786,nyebelin itu lagi nonton pertandingan tahu tv diemeh habis itu wifi pun mati internet mati,-16,negative,0,nyebelin itu lagi nonton pertandingan tau2 tv diem...eh abis itu wifi pun mati 🤬🤬🤬🤬😭😭😭😭 internet putus...@IndiHome,2022-05-12 15:50:04+00:00,lizaariani5,nyebelin nonton tanding tv diemeh habis wifi mati internet mati,nyebelin nonton pertandingan tv diemeh habis wifi mati internet mati,nyebelin itu lagi nonton pertandingan tahu tv diemeh habis itu wifi pun mati internet mati,0
536,1784,kenapa wifi indihome ini lambat sekaliiiii iya rabb download saja lama buka ini lama tidak puas rasanyaa bayar mahal tapi lemottt ahhhh,-18,negative,0,"Kenapa wifi indihome ini lemot sekaliiiii ya rabb , download aja lama, buka ini lama , ga puas rasanyaa bayar mahal” tapi lemottt. Ahhhh! @TelkomCare @IndiHome",2023-04-16 13:44:20+00:00,nah0raf,wifi indihome lambat sekaliiiii rabb download buka puas rasanyaa bayar mahal lemottt ahhhh,wifi indihome lambat sekaliiiii rabb download buka puas rasanyaa bayar mahal lemottt ahhhh,kenapa wifi indihome ini lambat sekaliiiii iya rabb download saja lama buka ini lama tidak puas rasanyaa bayar mahal tapi lemottt ahhhh,1
537,1139,plis donks kok down total ini dari pagi di lenteng agung sampai sekarang belum benar internet dan tv kabel nya pingin masak ketupat disambi streaming dan nonton tv ini,-10,negative,0,"Plis donks @IndiHome kok down total nih dari pagi di lenteng agung, sampe sekarang belum bener2 internet dan tv kabel nya. Pingin masak ketupat disambi streaming dan nonton tv nih :')",2023-05-12 08:56:21+00:00,mitaindrarini,plis donks down total pagi lenteng agung internet tv kabel pingin masak ketupat sambi streaming nonton tv,plis donks down total pagi lenteng agung internet tv kabel pingin masak ketupat disambi streaming nonton tv,plis donks kok down total ini dari pagi di lenteng agung sampai sekarang belum benar internet dan tv kabel nya pingin masak ketupat disambi streaming dan nonton tv ini,1
538,1565,dear bisa di pergi saja tidak si ini wifi sama tv cable saya,-8,negative,0,"Dear @IndiHome, bisa di cabut aja gak si ini wifi ama tv cable gua?",2023-01-12 00:01:34+00:00,idham_mansyah,dear pergi si wifi tv cable,dear pergi si wifi tv cable,dear bisa di pergi saja tidak si ini wifi sama tv cable saya,1
539,885,halo sebelumnya saya minta maaf saya belum bayar bukan karena gapunya uang tapi karena iya masa tiap bulan bayar ke lebih tapi dapat jaringan yang super duper lemooot sampai dirumah pun tetap beli kuota sendiri wifi tuh cuman buat tv saja deh,-35,negative,0,"Hallo @IndiHome @IndiHomeCare sebelumnya saya minta maaf, saya blm byr bukan karna gapunya uang. Tapi karna ya masa tiap bulan bayar 400k lebih tapi dapet jaringan yang super duper lemooot sampe2 dirumah pun ttp beli kuota sendiri, wifi tuh cuman buat TV aja deh",2023-02-02 17:01:45+00:00,Zigivibess,halo maaf bayar gapunya uang bayar jaring super duper lemooot rumah beli kuota wifi tuh cuman tv deh,halo maaf bayar gapunya uang bayar jaringan super duper lemooot dirumah beli kuota wifi tuh cuman tv deh,halo sebelumnya saya minta maaf saya belum bayar bukan karena gapunya uang tapi karena iya masa tiap bulan bayar ke lebih tapi dapat jaringan yang super duper lemooot sampai dirumah pun tetap beli kuota sendiri wifi tuh cuman buat tv saja deh,1
540,21,kita ini sbgai konsumen bisa tidak iya gugat kayak yang suka² hilang akses internet,-12,negative,0,Kita nih sbgai konsumen bisa ga ya gugat kayak @IndiHome yang suka² hilang akses internet ?,2023-06-14 18:26:41+00:00,rangga_dikta,sbgai konsumen gugat kayak suka hilang akses internet,sbgai konsumen gugat kayak suka² hilang akses internet,kita ini sbgai konsumen bisa tidak iya gugat kayak yang suka² hilang akses internet,0
541,1150,sudah pernah langganan mola tv ke stop sendiri mau langganan lagi kok tidak bisa iya mohon pencerahan,-1,negative,0,"udah pernah langganan mola tv, ke stop sendiri. mau langganan lagi kok gak bisa ya? mohon pencerahan @IndiHome",2023-05-02 07:28:19+00:00,argaap,langgan tv stop langgan mohon cerah,langganan tv stop langganan mohon pencerahan,sudah pernah langganan mola tv ke stop sendiri mau langganan lagi kok tidak bisa iya mohon pencerahan,1
542,223,inidihome wifikuu loss merah sudah matiin nyalain selama jam tidak bosa,-5,negative,0,Inidihome wifikuu loss merah udah matiin nyalain selama 1 jam kagak bosa @IndiHomeCare @IndihomeJTD @IndiHome,2023-06-12 05:27:17+00:00,mood22535359,inidihome wifikuu loss merah matiin nyalain jam bosa,inidihome wifikuu loss merah matiin nyalain jam bosa,inidihome wifikuu loss merah sudah matiin nyalain selama jam tidak bosa,1
543,562,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,-5,negative,0,"Bro @IndiHome piyee ki, konek tapi no internet, urgenttt",2023-06-12 07:39:28+00:00,sunbathers__,saudara laki piyee ki konek internet urgenttt,saudara laki-laki piyee ki konek internet urgenttt,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,0
544,830,admin internet indihome tuh lagi gangguan iya kok internet nya tidak bisa sama sekali tapi kalau tv bisa iya,-6,negative,0,Min internet indihome tuh lagi error ya? Kok internet nya ga bisa sama sekali tapi kalo tv bisa ya @IndiHome @IndiHomeCare,2022-02-08 11:14:52+00:00,ajengestuw,admin internet indihome tuh ganggu internet tv,admin internet indihome tuh gangguan internet tv,admin internet indihome tuh lagi gangguan iya kok internet nya tidak bisa sama sekali tapi kalau tv bisa iya,1
545,469,buat pesan isi otaknya duit melulu tolol bayar mahalmahal lambat minta ampun jaringan mati hidup pasti nanti disuruh kirim tidak telepon tidak id hubungin cs disuruh ini itulah hasilnya nol kalau tolol itu mengaku jangan gimmick,-51,negative,0,"Buat : @IndiHomeCare @IndiHome @IndihomeFiber
Pesan :
Isi otaknya duit mulu tolol. Bayar mahal-mahal lelet minta ampun.
Jaringan mati hidup.
Pasti nanti disuruh kirim no telepon, no id, hubungin CS, disuruh ini itulah. 
Hasilnya???? Nol !!!!

Kalo tolol itu ngaku, jangan gimmick!",2022-10-28 12:16:16+00:00,aexoaeriexo,pesan isi otak duit melulu tolol bayar mahalmahal lambat ampun jaring mati hidup suruh kirim telepon id hubungin cs suruh hasil nol tolol aku gimmick,pesan isi otaknya duit melulu tolol bayar mahalmahal lambat ampun jaringan mati hidup disuruh kirim telepon id hubungin cs disuruh hasilnya nol tolol mengaku gimmick,buat pesan isi otaknya duit melulu tolol bayar mahalmahal lambat minta ampun jaringan mati hidup pasti nanti disuruh kirim tidak telepon tidak id hubungin cs disuruh ini itulah hasilnya nol kalau tolol itu mengaku jangan gimmick,0
546,14,wifi saya gangguan,-3,negative,0,@IndiHome wifi saya gangguan,2023-06-14 23:09:57+00:00,Yasmin160118,wifi ganggu,wifi gangguan,wifi saya gangguan,1
547,351,setiap habis di bayar tagihan gini terus deh mana tidak bisa dihubungin lagi,-10,negative,0,Setiap Abis di bayar tagihan Gini terus deh! @IndiHome @IndiHomeCare mana 147 gabisa dihubungin lg! https://t.co/WUPJvj0EMB,2023-06-10 04:07:52+00:00,maaharn,habis bayar tagih gin deh dihubungin,habis bayar tagihan gini deh dihubungin,setiap habis di bayar tagihan gini terus deh mana tidak bisa dihubungin lagi,0
548,1062,admin malam mau bertanya dong tadi stb indihome saya update terus sudah beres update dia bahkan gamau connect ke tv tidak signal terus gambar di tv nya kenapa iya admin,-10,negative,0,"Min malem mau nanya dong @IndiHomeCare @IndiHome tadi stb indihome saya update, terus udah beres update dia malah gamau connect ke tv no signal terus gambar di tv nya, kenapa ya min?",2023-04-13 13:06:55+00:00,chanheadbands,admin malam stb indihome update beres update gamau connect tv signal gambar tv admin,admin malam stb indihome update beres update gamau connect tv signal gambar tv admin,admin malam mau bertanya dong tadi stb indihome saya update terus sudah beres update dia bahkan gamau connect ke tv tidak signal terus gambar di tv nya kenapa iya admin,1
549,788,tv kabel e raiso di nggo i piye i arep nggo badan je,-9,negative,0,Tv kabel e raiso di nggo i piye i arep nggo badan je @IndiHome,2022-04-30 20:15:32+00:00,Halim_fillmore,tv kabel e raiso nggo i piye i arep nggo badan je,tv kabel e raiso nggo i piye i arep nggo badan je,tv kabel e raiso di nggo i piye i arep nggo badan je,1
550,1218,bagaimana proses penarikan tv indihome sayang bayar nya tidak pernah kepake he,-6,negative,0,Bagaimana proses penarikan TV Indihome ? @IndiHome sayang bayar nya ga pernah kepake hehe ...,2023-03-01 09:21:17+00:00,johnsandy_s,proses tari tv indihome sayang bayar kepake he,proses penarikan tv indihome sayang bayar kepake he,bagaimana proses penarikan tv indihome sayang bayar nya tidak pernah kepake he,1
551,121,cara ganti email yang terhubung dengan wifi indihome gimna iya admin,-5,negative,0,Cara ganti email yg terhubung dengan wifi indihome gimna ya admin? @IndiHomeCare @IndiHome,2023-06-13 23:22:31+00:00,Sereinofksm,ganti email hubung wifi indihome gimna admin,ganti email terhubung wifi indihome gimna admin,cara ganti email yang terhubung dengan wifi indihome gimna iya admin,1
552,1306,admin saya kan langganan tv di indihome kalau saya mau login juga je aplikasi tv di hape bagaimana caranya username dan password pakai apa,-6,negative,0,"Min @IndiHome, saya kan langganan  tv di indihome. Kalo saya mau login jg je aplikasi tv di hape gimana caranya? Username dan password pake apa?",2023-01-05 01:05:24+00:00,sdnarm,admin langgan tv indihome login je aplikasi tv hape username password pakai,admin langganan tv indihome login je aplikasi tv hape username password pakai,admin saya kan langganan tv di indihome kalau saya mau login juga je aplikasi tv di hape bagaimana caranya username dan password pakai apa,1
553,713,halo mau tanya apa jaringan di daerah sawangan depok sedang bermasalah karena dari jam lalu layanan internet dan tv saya tidak bisa digunakan selalu masalah tolong infonya segera terima kasih,-7,negative,0,"Hallo.. mau tanya apa jaringan di daerah Sawangan Depok sedang bermasalah? karena dari 4jam lalu layanan internet dan TV saya tidak bisa digunakan selalu trouble. Tolong infonya segera, thanks @IndiHome @IndiHomeCare",2022-10-09 11:54:00+00:00,halluwings,halo jaring daerah sawangan depok masalah jam layan internet tv tolong info terima kasih,halo jaringan daerah sawangan depok bermasalah jam layanan internet tv tolong infonya terima kasih,halo mau tanya apa jaringan di daerah sawangan depok sedang bermasalah karena dari jam lalu layanan internet dan tv saya tidak bisa digunakan selalu masalah tolong infonya segera terima kasih,0
554,1060,admin minta tolong dong ini udah aktif mau bayar deposit tidak bisa melulu tv nya mati nihhhb,-8,negative,0,Min minta tolong dong ini udh aktif mau bayar deposit kaga bisa mulu. Tv nya mati nihhhb @IndiHome @IndiHomeCare,2023-04-14 11:41:35+00:00,o0cexanruxshh,admin tolong udah aktif bayar deposit melulu tv mati nihhhb,admin tolong udah aktif bayar deposit melulu tv mati nihhhb,admin minta tolong dong ini udah aktif mau bayar deposit tidak bisa melulu tv nya mati nihhhb,0
555,40,koneksi malam ini kurang stabil kah,-3,negative,0,"@IndiHomeCare , @IndiHome , @TelkomCare , koneksi malam ini kurang stabil kah ?",2023-06-14 14:46:54+00:00,rifky_asr13,koneksi malam stabil kah,koneksi malam stabil kah,koneksi malam ini kurang stabil kah,1
556,295,woyy boss neh layanan begini amat internet mati di hari minggu kok harus nunggu besok baru ada schedule perbaikan telepon laporan aplikasi jawabannya sama cakcek doang giliran bayar terlambat sehari saja di telepon bolakbalik,-3,negative,0,"@erickthohir @IndiHomeCare @IndiHome @Telkomsel @TelkomCare woyy boss neh layanan @KemenBUMN begini amat, internet mati di hari Minggu kok harus nunggu besok baru ada schedule perbaikan, TLP 147, laporan Aplikasi jawabannya sama cak-cek doang, giliran bayar telat sehari aja di TLP bolak-balik",2023-06-11 04:49:10+00:00,donut07115994,woyy boss neh layan internet mati minggu nunggu besok schedule baik telepon lapor aplikasi jawab cakcek doang gilir bayar lambat hari telepon bolakbalik,woyy boss neh layanan internet mati minggu nunggu besok schedule perbaikan telepon laporan aplikasi jawabannya cakcek doang giliran bayar terlambat sehari telepon bolakbalik,woyy boss neh layanan begini amat internet mati di hari minggu kok harus nunggu besok baru ada schedule perbaikan telepon laporan aplikasi jawabannya sama cakcek doang giliran bayar terlambat sehari saja di telepon bolakbalik,0
557,1501,assalamualaikum dahla stop nawarin tv berlangganan yang bisa dipake nonton banyak channel itu tidak butuh aku butuhku internetmu doang asal tidak lambat saja aku deh terima kasih lho selama tidak ada channelnya mnc percumaaa ibu saya gamau nonton juga,-30,negative,0,"Assalamu'alaikum @IndiHome dahla stop nawarin tv berlangganan yg bisa dipake nonton banyak channel itu. Ga butuh aku, butuhku internetmu doang asal ga lemot aja aku dah makasih lho. Selama gak ada channel2nya MNC percumaaa mak gw gamau nonton juga 😐",2023-05-09 04:59:59+00:00,xdswssx,assalamualaikum dahla stop nawarin tv langgan dipake nonton channel butuh butuh internetmu doang lambat deh terima kasih lho channelnya mnc percumaaa gamau nonton,assalamualaikum dahla stop nawarin tv berlangganan dipake nonton channel butuh butuhku internetmu doang lambat deh terima kasih lho channelnya mnc percumaaa gamau nonton,assalamualaikum dahla stop nawarin tv berlangganan yang bisa dipake nonton banyak channel itu tidak butuh aku butuhku internetmu doang asal tidak lambat saja aku deh terima kasih lho selama tidak ada channelnya mnc percumaaa ibu saya gamau nonton juga,0
558,1400,indihome lagi kenapa yaa tibatiba mau nonton tv semua channel mute semua buka stream sama yutup normal wahaii indihome aku harus bagaimana,-5,negative,0,"Indihome lagi kenapa yaa?
Tiba-tiba mau nonton tv semua chanel mute semua, buka stream sama yutup normal. Wahaii indihome aku harus bagaimana? @IndiHome",2023-01-19 15:30:58+00:00,bethy_lestari,indihome tibatiba nonton tv channel mute buka stream yutup normal wahai indihome,indihome tibatiba nonton tv channel mute buka stream yutup normal wahaii indihome,indihome lagi kenapa yaa tibatiba mau nonton tv semua channel mute semua buka stream sama yutup normal wahaii indihome aku harus bagaimana,0
559,1395,selamat malam mau menanyakan akun usee tv tidak bisa di buka karena ada tulisan tidak internet belum terverifikasi,-4,negative,0,"Selamat malam @IndiHome mau menanyakan akun usee tv tidak bisa di buka, karena ada tulisan no internet belum terverifikasi",2023-01-22 11:46:56+00:00,SeptoNoor,selamat malam akun usee tv buka tulis internet verifikasi,selamat malam akun usee tv buka tulisan internet terverifikasi,selamat malam mau menanyakan akun usee tv tidak bisa di buka karena ada tulisan tidak internet belum terverifikasi,1
560,789,halo internet dan tv saya mati dari kemarin jam nomor aduan in dijanjikan teknisi datang hari ini jam sampai sekarang belum datang dan tidak ada konfirmasi apa telepon telepon center berkali cm dibilang kami bantu up tapi tetap nihil,-22,negative,0,"Halo @IndiHome internet dan tv saya mati dr kmrn jam 19.30, nomor aduan IN137579930. Dijanjikan teknisi datang hari ini jam 11.00, sampai skrg blm dtg dan ga ada konfirmasi apa2. Tlp call center berkali2, cm dibilang kami bantu up tapi tetap NIHIL.",2022-04-29 07:38:01+00:00,anakkanguru,halo internet tv mati kemarin jam nomor adu in janji teknisi jam konfirmasi telepon telepon center kali cm bilang bantu up nihil,halo internet tv mati kemarin jam nomor aduan in dijanjikan teknisi jam konfirmasi telepon telepon center berkali cm dibilang bantu up nihil,halo internet dan tv saya mati dari kemarin jam nomor aduan in dijanjikan teknisi datang hari ini jam sampai sekarang belum datang dan tidak ada konfirmasi apa telepon telepon center berkali cm dibilang kami bantu up tapi tetap nihil,1
561,1533,kenapa jaringan indihome di wilayah saya mengalami masalah,-8,negative,0,Kenapa jaringan indihome di wilayah saya mengalami masalah? @Indihome,2023-01-21 07:09:47+00:00,indrasilangit,jaring indihome wilayah alami,jaringan indihome wilayah mengalami,kenapa jaringan indihome di wilayah saya mengalami masalah,0
562,955,ini tv kabelnya masih tidak bisa admin,-5,negative,0,Ini tv kabelnya masih gak bisa min @IndiHome @IndiHomeCare ???,2023-01-22 09:29:07+00:00,claraewy,tv kabel admin,tv kabelnya admin,ini tv kabelnya masih tidak bisa admin,1
563,577,nah buat tolong dong itu kalau streaming di tv dengan internet suka lambat lambat,-7,negative,0,@idextratime Nah buat @RCTIPlus tolong dong itu kalau streaming di tv dengan internet @IndiHome suka ngelag ngelag 😅,2023-06-06 02:31:39+00:00,amrullah_hyuga,tolong streaming tv internet suka lambat lambat,tolong streaming tv internet suka lambat lambat,nah buat tolong dong itu kalau streaming di tv dengan internet suka lambat lambat,0
564,997,weekend paling seru ala menurutku rebahan minum kopi susu nonton korea di tv dong kalian sedang apa,-10,negative,0,"Weekend paling seru ala #dirumahaja menurutku : Rebahan, minum kopi susu, nonton korea di @IndiHome TV dong. Kalian, ngapain?

#AktivitasTanpaBatas 
#InternetnyaIndonesia 
#SumateraKayaKarya @MySumatera",2023-01-05 11:56:00+00:00,SaraSihiTe,weekend seru ala turut rebah minum kopi susu nonton korea tv,weekend seru ala menurutku rebahan minum kopi susu nonton korea tv,weekend paling seru ala menurutku rebahan minum kopi susu nonton korea di tv dong kalian sedang apa,1
565,216,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,-5,negative,0,"Bro @IndiHome piyee ki, konek tapi no internet, urgenttt",2023-06-12 07:39:28+00:00,sunbathers__,saudara laki piyee ki konek internet urgenttt,saudara laki-laki piyee ki konek internet urgenttt,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,0
566,288,woy ini urusin jangan jauhjauh ke jerman segala pelayanan internet mati hari minggu schedule perbaikannya hari senin bagaimana ini ini internet bayar bukan gratisan,-6,negative,0,"@erickthohir Woy, ini urusin @KemenBUMN @Telkomsel @IndiHome @IndiHomeCare jangan jauh-jauh ke Jerman segala pelayanan internet mati hari Minggu schedule perbaikannya hari Senin, gimana ini @jokowi @bumn @Telkomsel ini internet bayar bukan gratisan.",2023-06-11 05:42:35+00:00,donut07115994,urusin jauhjauh jerman layan internet mati minggu schedule baik senin internet bayar gratis,urusin jauhjauh jerman pelayanan internet mati minggu schedule perbaikannya senin internet bayar gratisan,woy ini urusin jangan jauhjauh ke jerman segala pelayanan internet mati hari minggu schedule perbaikannya hari senin bagaimana ini ini internet bayar bukan gratisan,0
567,1358,streaming di jaringan seperti nonton sinema elektronik di tv lokal banyak bufferingnya sampai kapan nech seperti gini terus kita sech bayar lho sama buat streaming kalau tidak siap tidak perlu buka dulu banned saja daripada buffering terus,-14,negative,0,"Streaming @netflix di jaringan @IndiHome seperti nonton sinetron di tv lokal, banyak bufferingnya. Sampai kapan nech @IndiHome kyk gini terus..?? Kita sech bayar lho sama @netflix buat streaming. Kalo ngak siap, ngak usah buka dulu, banned aja daripada buffering terus..",2023-02-09 14:10:02+00:00,Erick_Coolz,streaming jaring nonton sinema elektronik tv lokal bufferingnya nech gin sech bayar lho streaming buka banned buffering,streaming jaringan nonton sinema elektronik tv lokal bufferingnya nech gini sech bayar lho streaming buka banned buffering,streaming di jaringan seperti nonton sinema elektronik di tv lokal banyak bufferingnya sampai kapan nech seperti gini terus kita sech bayar lho sama buat streaming kalau tidak siap tidak perlu buka dulu banned saja daripada buffering terus,0
568,397,admin wifi rumah ane kok tidak ada uang internet yh udah saya restart x masih tidak bisa connect mohon bantuannya,-9,negative,0,Min! @indihomecare @indihome wifi rumah ane kok gaada internet yh ? Udh saya restart 2x masih gabisa connect... mohon bantuannya!,2023-06-09 02:29:47+00:00,frpamungkas,admin wifi rumah ane uang internet yh udah restart x connect mohon bantu,admin wifi rumah ane uang internet yh udah restart x connect mohon bantuannya,admin wifi rumah ane kok tidak ada uang internet yh udah saya restart x masih tidak bisa connect mohon bantuannya,0
569,1114,admin di useestore tidak aplikasi tv kak admin,-9,negative,0,Min @IndiHome di useestore gak aplikasi  tv kak min..,2023-06-02 13:45:39+00:00,Yurikabanzai,admin useestore aplikasi tv admin,admin useestore aplikasi tv admin,admin di useestore tidak aplikasi tv kak admin,0
570,640,hadehhhh kenapa sih masalah terus tidak tv tidak internet kacau habis bulan ini bayar lgs minta mati,-19,negative,0,hadehhhh @IndiHome @IndiHomeCare  … kenapa sih ? problem terus. gak tv gak internet kacau .. abis bulan ini bayar .. lgs minta putus !!!!,2023-02-08 17:25:24+00:00,Aisya_archer,hadehhhh sih tv internet kacau habis bayar lgs mati,hadehhhh sih tv internet kacau habis bayar lgs mati,hadehhhh kenapa sih masalah terus tidak tv tidak internet kacau habis bulan ini bayar lgs minta mati,0
571,1794,ada survey umtuk bagian informasi tidak mau saya kasih nilai puas penjelasannya lbh komplit dari telepon center,-2,negative,0,"Ada survey umtuk bagian informasi @IndiHome, gak? Mau sy kasih nilai puas. Penjelasannya lbh komplit dr call center. 👍",2023-02-20 01:08:03+00:00,onanagril,survey umtuk informasi kasih nilai puas jelas lbh komplit telepon center,survey umtuk informasi kasih nilai puas penjelasannya lbh komplit telepon center,ada survey umtuk bagian informasi tidak mau saya kasih nilai puas penjelasannya lbh komplit dari telepon center,1
572,1388,internet dan tv tidak bisa di akses tolong segera di perbaiki nomor internet,-2,negative,0,Internet dan tv tidak bisa di akses.. tolong segera di perbaiki.. nomor internet 122420228915.. @IndiHome @TelkomCare,2023-01-28 04:39:44+00:00,satyadhamadi,internet tv akses tolong baik nomor internet,internet tv akses tolong perbaiki nomor internet,internet dan tv tidak bisa di akses tolong segera di perbaiki nomor internet,0
573,441,lambat banget pls sudah beberapa hari,-5,negative,0,@IndiHome LEMOT BGT PLS UDAH BEBERAPA HARI,2023-06-08 12:30:52+00:00,dhayoonn,lambat banget pls,lambat banget pls,lambat banget pls sudah beberapa hari,1
574,984,siang tolong dicek dm saya internet tv mati total modem saya mati lampu merah ini biasanya ada yang nyopot kabel lagi ditiang sudah berkali kejadian teknisi nya kalau masang baru tidak kira,-13,negative,0,"siang @IndiHome tolong dicek DM saya, internet tv mati total ~ modem saya mati,  lampu merah ini biasanya ada yg nyopot kabel lagi ditiang ( sudah berkali2 kejadian  ) … teknisi nya kl masang baru ga kira2",2023-01-17 02:55:28+00:00,Hikkiee,siang tolong cek dm internet tv mati total modem mati lampu merah nyopot kabel tiang kali jadi teknisi masang,siang tolong dicek dm internet tv mati total modem mati lampu merah nyopot kabel ditiang berkali kejadian teknisi masang,siang tolong dicek dm saya internet tv mati total modem saya mati lampu merah ini biasanya ada yang nyopot kabel lagi ditiang sudah berkali kejadian teknisi nya kalau masang baru tidak kira,0
575,499,panel tiang fiber internet nya berdiri di tanah saya ini di telepon sampai berkali nggk ada kejelasan kapan mau di pindah bahkan ada yang minta uang kalau mau di pindahin bagaimana ini telekomunikasi indihome masa bangun panel di tanah orang sembarangan,-7,negative,0,panel tiang fiber internet nya berdiri di tanah saya nih.. di telepon 147 sampai berkali2 nggk ada kejelasan kapan mau di pindah bahkan ada yang minta uang kalau mau di pindahin. gimana nih telkom indihome. masa bangun panel di tanah orang sembarangan @IndiHome @Telkom,2022-03-13 04:57:08+00:00,MelonLoop,panel tiang fiber internet diri tanah telepon kali nggk jelas pindah uang pindahin telekomunikasi indihome bangun panel tanah orang sembarang,panel tiang fiber internet berdiri tanah telepon berkali nggk kejelasan pindah uang pindahin telekomunikasi indihome bangun panel tanah orang sembarangan,panel tiang fiber internet nya berdiri di tanah saya ini di telepon sampai berkali nggk ada kejelasan kapan mau di pindah bahkan ada yang minta uang kalau mau di pindahin bagaimana ini telekomunikasi indihome masa bangun panel di tanah orang sembarangan,0
576,1194,pagi saya kan pke indihome fiber buat tv tapi selalu deh kalau mau sign in youtube appnya crash melulu itu kenapa yah,-10,negative,0,"pagi @IndiHome , saya kan pke indihome fiber buat TV. tapi selalu deh kalau mau sign in youtube appnya crash mulu. itu kenapa yah?",2023-03-29 01:21:33+00:00,Hana99s_,pagi pke indihome fiber tv deh sign in youtube appnya crash melulu,pagi pke indihome fiber tv deh sign in youtube appnya crash melulu,pagi saya kan pke indihome fiber buat tv tapi selalu deh kalau mau sign in youtube appnya crash melulu itu kenapa yah,0
577,1470,sudah dari kemarin indihome gangguan dari siang sampai ke pagi ini sudah restart berjuta kali masih tidak bisa telepon mati tv mati juga katanya ada perbaikan perbaikan tidak selesai selesai bagaimana ini saya mau kerjaa,-17,negative,0,"Udah dari kemarin indihome error dari siang sampe ke pagi ini, udah restart berjuta kali masih gabisa, telp mati, tv mati juga. Katanya ada perbaikan, perbaikan ga selesai selesai. Gimana ini, saya mau kerjaa @IndiHome",2023-05-20 23:33:19+00:00,APutriG,kemarin indihome ganggu siang pagi restart juta kali telepon mati tv mati baik baik selesai selesai kerjaa,kemarin indihome gangguan siang pagi restart berjuta kali telepon mati tv mati perbaikan perbaikan selesai selesai kerjaa,sudah dari kemarin indihome gangguan dari siang sampai ke pagi ini sudah restart berjuta kali masih tidak bisa telepon mati tv mati juga katanya ada perbaikan perbaikan tidak selesai selesai bagaimana ini saya mau kerjaa,0
578,1081,tolong nomor internet detail keluhanpermintaan internet dan tv tidak berfungsi,-2,negative,0,Tolong @IndiHome Nomor Internet :121122228826 Detail keluhan/permintaan :internet dan TV tidak berfungsi,2023-06-26 10:35:47+00:00,manche_kota1,tolong nomor internet detail keluhanpermintaan internet tv fungsi,tolong nomor internet detail keluhanpermintaan internet tv berfungsi,tolong nomor internet detail keluhanpermintaan internet dan tv tidak berfungsi,0
579,311,kecepatan internet indihome sangat lambat dan tidak konsisten,-7,negative,0,Kecepatan internet Indihome sangat lambat dan tidak konsisten @Indihome,2023-06-10 17:26:19+00:00,sagitamania123,cepat internet indihome lambat konsisten,kecepatan internet indihome lambat konsisten,kecepatan internet indihome sangat lambat dan tidak konsisten,1
580,1044,halo tolong cek dm iya sudah jam internet saya mati total sampai stb juga jadi g bisa nonton tv ini,-8,negative,0,"Halo @IndiHome tolong cek DM ya. Sudah 4 jam internet saya putus total sampai STB juga, jd g bs nonton TV ini.",2023-04-30 13:13:45+00:00,papajarangplg,halo tolong cek dm jam internet mati total stb g nonton tv,halo tolong cek dm jam internet mati total stb g nonton tv,halo tolong cek dm iya sudah jam internet saya mati total sampai stb juga jadi g bisa nonton tv ini,0
581,260,kecepatan internet indihome sangat lambat dan tidak konsisten,-7,negative,0,Kecepatan internet Indihome sangat lambat dan tidak konsisten @Indihome,2023-06-11 08:19:23+00:00,wiradhaninjaya,cepat internet indihome lambat konsisten,kecepatan internet indihome lambat konsisten,kecepatan internet indihome sangat lambat dan tidak konsisten,1
582,553,bagaimana ini wifi saya comnected without internet,-3,negative,0,@indihome gimana ini wifi saya comnected without internet,2023-06-09 12:44:28+00:00,xhwanhee,wifi comnected without internet,wifi comnected without internet,bagaimana ini wifi saya comnected without internet,1
583,693,hari ini bakal ada pertandingan sobat mana ini yang paling kamu tunggu jangan lupa saksikan fifa world cup qatar di aplikasi vidio melalui indihome tv,-11,negative,0,"Hari ini bakal ada 2 pertandingan, Sobat! Mana nih yang paling Kamu tunggu? 🔥⚽️

Jangan lupa saksikan FIFA World Cup Qatar 2022™️ di aplikasi Vidio melalui IndiHome TV ✨

#AktivitasTanpaBatas 
#InternetnyaIndonesia
#HomeofPremiunSport",2022-11-21 12:04:13+00:00,IndiHome,tanding sobat tunggu lupa saksi fifa world cup qatar aplikasi vidio indihome tv,pertandingan sobat tunggu lupa saksikan fifa world cup qatar aplikasi vidio indihome tv,hari ini bakal ada pertandingan sobat mana ini yang paling kamu tunggu jangan lupa saksikan fifa world cup qatar di aplikasi vidio melalui indihome tv,1
