,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
429,pemasangan telepon untuk kantor bagaimana daftara admin,0,positive,1,Pemasangan telepon untuk kantor gmana daftar'a min ? @IndiHome @IndiHomeCare,2023-05-21 19:28:10+00:00,oedien13,pemasangan telepon untuk kantor bagaimana daftara admin,pasang telepon kantor daftara admin,pemasangan telepon kantor daftara admin,1
430,internet di kantor bayar sampai juta lebe tapi jringan lambat minta ampun,-10,negative,0,internet di kantor bayar sampe 20 juta lebe tapi jringan lemot minta ampun @indihome,2023-06-15 02:22:09+00:00,JMangimbulude,internet di kantor bayar sampai juta lebe tapi jringan lambat minta ampun,internet kantor bayar juta lebe jringan lambat ampun,internet kantor bayar juta lebe jringan lambat ampun,0
431,misi ini cuma saran saja kalau mau nawarin sesuatu itu yang baik yang jelas yang ramah kita yang dengerin kan jadi enak sapa tahu juga tertarik tapi ini tadi dapat telepon penawaran upgrade internet lah tapi kok kayak kurang ramah dan tidak jelas gitu sih saran saja,-34,negative,0,"misi nih cuma saran aja, kalo mau nawarin sesuatu itu yg baik yg jelas yg ramah, kita yg dengerin kan jadi enak sapa tau juga tertarik, tapi ini tadi dapet telp penawaran upgrade internet lah tapi kok kayak kurang ramah dan gak jelas gitu sih, saran aja
@IndiHome @IndiHomeCare",2023-06-15 06:14:41+00:00,Ciozacio,misi ini cuma saran saja kalau mau nawarin sesuatu itu yang baik yang jelas yang ramah kita yang dengerin kan jadi enak sapa tahu juga tertarik tapi ini tadi dapat telepon penawaran upgrade internet lah tapi kok kayak kurang ramah dan tidak jelas gitu sih saran saja,misi saran nawarin ramah dengerin enak sapa tarik telepon tawar upgrade internet kayak ramah gitu saran,misi saran nawarin ramah dengerin enak sapa tertarik telepon penawaran upgrade internet kayak ramah gitu saran,0
432,internet saya lambat ini,-8,negative,0,internet saya lemot nih @IndiHome,2023-06-07 16:01:37+00:00,Belawr77965871,internet saya lambat ini,internet lambat,internet lambat,0
433,busuk internet selalu mati pas saya kerja sudah x dalam beberapa bulan saya langganan mbps dapat lt mbps bahkan nol koma terlambat bayar diancam denda pelayanan buruk,-6,negative,0,"@IndiHome busuk! Internet sll putus pas saya kerja, sdh 3x dlm bbrp bulan. Sy langganan 40Mbps, dpt &lt; 10Mbps bahkan nol koma. Telat bayar diancam denda! Pelayanan buruk @TelkomIndonesia @IndiHomeCare

@jokowi @erickthohir @detikcom @kompascom @BPKN_RI @konsumen @YLKI_ID @YLBHI",2023-06-06 07:44:02+00:00,Adhin79,busuk internet selalu mati pas saya kerja sudah x dalam beberapa bulan saya langganan mbps dapat lt mbps bahkan nol koma terlambat bayar diancam denda pelayanan buruk,busuk internet mati kerja x langgan mbps lt mbps nol koma lambat bayar ancam denda layan buruk,busuk internet mati kerja x langganan mbps lt mbps nol koma terlambat bayar diancam denda pelayanan buruk,0
434,busetttt internet tiap minggu mesti mati itu maksudnya bkenapaimana siiih masih lebih baik tidak sihhhh aneh banget sih ada orang masang internet pakai mncplay tuuu freak looo mncplay,-7,negative,0,@mncplay busetttt internet tiap minggu mesti mati tu maksudnya gimana siiih? Masih mending @IndiHome ga sihhhh. Aneh bgt sih ada orang masang wifi pakai mncplay tuuu. Freak looo mncplay https://t.co/9q6pLqiRqn,2023-06-07 00:38:57+00:00,afgdnwp,busetttt internet tiap minggu mesti mati itu maksudnya bkenapaimana siiih masih lebih baik tidak sihhhh aneh banget sih ada orang masang internet pakai mncplay tuuu freak looo mncplay,busetttt internet minggu mesti mati maksud siiih sihhhh aneh banget orang masang internet pakai mncplay tuuu freak looo mncplay,busetttt internet minggu mesti mati maksudnya siiih sihhhh aneh banget orang masang internet pakai mncplay tuuu freak looo mncplay,0
435,sore kak mau bertanya apakah lagi gangguan untuk pembayaran internet bulanan lewat mbanking kok dari tadi tidak bisa bisa yaakk gini terus padahal setiap bulan tidak prnah kaya gini,-14,negative,0,"Sore kak, mau nanya apakah lagi gangguan untuk pembayaran internet bulanan lewat mbanking ? Kok dr td ga bs bs yaakk ? Gini terus padahal setiap bulan ga prnah kaya gini @IndiHome @IndiHomeCare https://t.co/oFawKfFITA",2023-06-06 10:23:28+00:00,windskd_,sore kak mau bertanya apakah lagi gangguan untuk pembayaran internet bulanan lewat mbanking kok dari tadi tidak bisa bisa yaakk gini terus padahal setiap bulan tidak prnah kaya gini,sore ganggu bayar internet bulan mbanking yaakk gin prnah kaya gin,sore gangguan pembayaran internet bulanan mbanking yaakk gini prnah kaya gini,0
436,nah buat tolong dong itu kalau streaming di tv dengan internet suka lambat lambat,-9,negative,0,@idextratime Nah buat @RCTIPlus tolong dong itu kalau streaming di tv dengan internet @IndiHome suka ngelag ngelag 😅,2023-06-06 02:31:39+00:00,amrullah_hyuga,nah buat tolong dong itu kalau streaming di tv dengan internet suka lambat lambat,tolong streaming tv internet suka lambat lambat,tolong streaming tv internet suka lambat lambat,0
437,internet service tidak bagus sudah x mati disaat saya kerja saya dirugikan karena harus tethering dengan device lain langganan mbps sering dapetnya lt mbps bahkan nol koma,-12,negative,0,@TelkomIndonesia Internet @IndiHome service gak bagus!! Sudah 3x mati disaat saya kerja. Saya dirugikan karena harus tethering dengan device lain!! Langganan 40 Mbps sering dapetnya &lt; 10 Mbps bahkan nol koma.,2023-06-06 06:11:50+00:00,Adhin79,internet service tidak bagus sudah x mati disaat saya kerja saya dirugikan karena harus tethering dengan device lain langganan mbps sering dapetnya lt mbps bahkan nol koma,internet service bagus x mati saat kerja rugi tethering device langgan mbps dapetnya lt mbps nol koma,internet service bagus x mati disaat kerja dirugikan tethering device langganan mbps dapetnya lt mbps nol koma,0
438,terimakasih kecepatan internet kalian luar biasa nasa pun tampaknya sungkem sama kalian,7,positive,1,Terimakasih @IndiHome @IndiHomeCare speed internet kalian luar biasa. NASA pun tampaknya sungkem sama kalian https://t.co/FomWsXyfzi,2023-06-07 09:14:06+00:00,anggaimaginer,terimakasih kecepatan internet kalian luar biasa nasa pun tampaknya sungkem sama kalian,terimakasih cepat internet nasa sungkem,terimakasih kecepatan internet nasa sungkem,0
439,indihome lagi gangguan kah soalnya gangguan sambungan terus ke tv saya,-7,negative,0,Indihome lg gangguan kah?? Soalnya gangguan sambungan trs ke tv saya @IndiHomeCare @IndiHome,2023-06-07 05:28:13+00:00,Piwaapiwwipa,indihome lagi gangguan kah soalnya gangguan sambungan terus ke tv saya,indihome ganggu kah ganggu sambung tv,indihome gangguan kah gangguan sambungan tv,0
440,internet indihome memuaskan,1,positive,1,Halo @IndiHome kenapa tv sama internet saya erorr,2023-06-04 06:27:07+00:00,RafaFahreza12,internet indihome memuaskan,internet indihome puas,internet indihome memuaskan,0
441,admin kenapa indihome tv saya tidak bisa buat buka browsing website iya dulu perasaan bisa,-7,negative,0,min knpa indihome tv saya gabisa buat buka browsing website ya? dulu perasaan bisa🙏 @IndiHomeCare @IndiHome,2023-06-03 13:48:37+00:00,ocupiakwjz,admin kenapa indihome tv saya tidak bisa buat buka browsing website iya dulu perasaan bisa,admin indihome tv buka browsing website asa,admin indihome tv buka browsing website perasaan,0
442,ini emang tv lagi bermasalah masa lambat youtube tidak bisa lihat channel biasa tidak bisa payah,-17,negative,0,"Ini emang tv @IndiHome lg bermasalah? Masa ngeload youtube gabisa, liat channel biasa gabisa. Payah",2023-06-02 01:18:54+00:00,sunkooksign,ini emang tv lagi bermasalah masa lambat youtube tidak bisa lihat channel biasa tidak bisa payah,emang tv masalah lambat youtube lihat channel payah,emang tv bermasalah lambat youtube lihat channel payah,0
443,fix bulan depan pergi ganti isp tidak lagi make masa iya di ps kecepatan kecepatan cuma mbps sedangkan udah bayar cukup mahal untuk janji layanan kecepatan mbps tiap bulan ada jaringan keganggu antara modem dan tv ip adress sempat tidak sambung what a joke,-11,negative,0,"Fix bulan depan cabut ganti ISP, gak lagi make @IndiHome @IndiHomeCare masa iya di PS5 kecepatan speed cuma 1,6mbps. Sedangkan udh bayar cukup mahal untuk janji layanan speed 40mbps

Tiap bulan ada jaringan keganggu, antara modem dan tv ip adress sempet gak nyambung. What a joke.",2023-05-26 16:08:23+00:00,farkhanrmdh,fix bulan depan pergi ganti isp tidak lagi make masa iya di ps kecepatan kecepatan cuma mbps sedangkan udah bayar cukup mahal untuk janji layanan kecepatan mbps tiap bulan ada jaringan keganggu antara modem dan tv ip adress sempat tidak sambung what a joke,fix pergi ganti isp make ps cepat cepat mbps udah bayar mahal janji layan cepat mbps jaring ganggu modem tv ip adress sambung what a joke,fix pergi ganti isp make ps kecepatan kecepatan mbps udah bayar mahal janji layanan kecepatan mbps jaringan keganggu modem tv ip adress sambung what a joke,0
444,gaes tlg remendasi layanan internet selain dong sumpah sudah eneg banget sama indihome layanan tv tiba² hilang pas ngadu bilamg nya gk prnah ambil layanan tv dari awal lah setaon ini ibu saya nonton apa emg gublug emg,0,positive,1,"Gaes,

Tlg rekomendasi layanan internet selain @IndiHomeCare @IndiHome dong..
Sumpah udah eneg bgt ama indihome, layanan tv tiba² hilang, pas ngadu bilamg nya gk prnah ambil layanan tv dr awal.
Lah setaon ini mak gw nntn apaan emg? Gublug emg",2023-05-22 16:14:25+00:00,allaboutBW_,gaes tlg remendasi layanan internet selain dong sumpah sudah eneg banget sama indihome layanan tv tiba² hilang pas ngadu bilamg nya gk prnah ambil layanan tv dari awal lah setaon ini ibu saya nonton apa emg gublug emg,gaes tlg remendasi layan internet sumpah eneg banget indihome layan tv tiba hilang ngadu bilamg gk prnah ambil layan tv setaon nonton emg gublug emg,gaes tlg remendasi layanan internet sumpah eneg banget indihome layanan tv tiba² hilang ngadu bilamg gk prnah ambil layanan tv setaon nonton emg gublug emg,1
445,hai saya sudah melakukan pembayaranmohon aktifkan layanan tv indihome berapa lama kira kira proses nya,1,positive,1,"Hai @IndiHome saya sudah melakukan pembayaran,mohon aktifkan layanan TV Indihome, 
Berapa lama kira kira proses nya ?",2023-05-22 12:36:37+00:00,riki_oktrisa,hai saya sudah melakukan pembayaranmohon aktifkan layanan tv indihome berapa lama kira kira proses nya,pembayaranmohon aktif layan tv indihome proses,pembayaranmohon aktifkan layanan tv indihome proses,1
446,tidak jelas lah tv bisa internet tidak kocak,-7,negative,0,Gajelas lah! Tv bisa internet kaga kocak @IndiHomeCare @IndiHome,2023-05-20 19:22:09+00:00,Fdhllhm,tidak jelas lah tv bisa internet tidak kocak,tidak jelas tv internet kocak,tidak jelas tv internet kocak,1
447,kenapa kecewa sama sudah minggu urus balik nama tidak oke syarat sudah lengkap di telepon mas cs nya galak banget katanya sudah ok ternyata masih belum terus buka youtube di smart tv juga susah tiba keputus tidak jelas sinyal juga mati timbul,-11,negative,0,"Agak kecewa sama @IndiHomeCare @IndiHome udah 2 minggu urus balik nama ga oke2, syarat udah lengkap, di telp 147,  mas2 cs nya jutek bgt,  katanya udah ok ternyata masih belum, trus buka youtube di smart tv juga susah, tiba2 keputus ga jelas, sinyal juga ilang timbul😑",2023-05-20 02:50:54+00:00,SantiHeetee,kenapa kecewa sama sudah minggu urus balik nama tidak oke syarat sudah lengkap di telepon mas cs nya galak banget katanya sudah ok ternyata masih belum terus buka youtube di smart tv juga susah tiba keputus tidak jelas sinyal juga mati timbul,kecewa minggu urus nama oke syarat lengkap telepon mas cs galak banget ok buka youtube smart tv susah putus sinyal mati timbul,kecewa minggu urus nama oke syarat lengkap telepon mas cs galak banget ok buka youtube smart tv susah keputus sinyal mati timbul,0
448,admin ane kan berlangganan tvinternet kalau mau ganti paket ke internet saja bagaimana caranya,6,positive,1,Min ane kan berlangganan TV+internet.. Klo mau ganti paket ke internet aja gimana caranya @IndiHome @IndiHomeCare,2023-05-15 13:04:06+00:00,fahmisyaifullah,admin ane kan berlangganan tvinternet kalau mau ganti paket ke internet saja bagaimana caranya,admin ane langgan tv internet ganti paket internet,admin ane berlangganan tv+internet ganti paket internet,1
449,admin ini kenapa pas lagi nonton tv keluar kode sub kode iya tiba tiba banget,-8,negative,0,min ini kenapa pas lg nonton tv keluar kode 1302 sub kode 003 ya? tiba tiba bgt @IndiHomeCare @IndiHome,2023-05-06 08:45:25+00:00,traaviswifeyy,admin ini kenapa pas lagi nonton tv keluar kode sub kode iya tiba tiba banget,admin nonton tv kode sub kode banget,admin nonton tv kode sub kode banget,0
450,tidak indihometv web apps pada masalah semuanya heran saya lama makanya tidak penting banget langganan tv nya masalah melulu,-29,negative,0,Nggak indihometv web / apps pada eror semuanya. Heran gw lama2. Makanya ga penting bgt langganan tv nya. Eror mulu. @IndiHomeCare @IndiHome @TelkomCare,2023-04-30 15:00:23+00:00,Chandradikumoro,tidak indihometv web apps pada masalah semuanya heran saya lama makanya tidak penting banget langganan tv nya masalah melulu,indihometv web apps masalah heran banget langgan tv masalah melulu,indihometv web apps masalah heran banget langganan tv masalah melulu,0
451,saya pelanggan telepon rumah internet mau upgrade pakai tv juga diminta fotokopi ktp selfie sambil pegang ktp ajaib banget bukannya tidak boleh iya kopi ktp kan ada nik yang rentan disalah gunakan lagian buka pelanggan baru lho malesin banget,-7,negative,0,"Saya pelanggan telp rumah + internet, mau upgrade pake tv @IndiHome juga, diminta fotokopi KTP + selfie sambil pegang KTP. Ajaib banget, bukannya ga blh ya kopi ktp? Kan ada NIK yg rentan disalah gunakan? Lagian buka pelanggan baru lho. Malesin banget. @IndiHomeCare @Telkomsel",2023-04-28 05:39:24+00:00,VeeKay2510,saya pelanggan telepon rumah internet mau upgrade pakai tv juga diminta fotokopi ktp selfie sambil pegang ktp ajaib banget bukannya tidak boleh iya kopi ktp kan ada nik yang rentan disalah gunakan lagian buka pelanggan baru lho malesin banget,langgan telepon rumah internet upgrade pakai tv fotokopi ktp selfie pegang ktp ajaib banget kopi ktp nik rentan salah buka langgan lho malesin banget,pelanggan telepon rumah + internet upgrade pakai tv fotokopi ktp + selfie pegang ktp ajaib banget kopi ktp nik rentan disalah buka pelanggan lho malesin banget,0
452,tolong dong jangan banyak keluhan tiap sebulan ada kali kali gangguan bahkan bisa lebih capek tahu males juga ngehubunginnya kalau tidak internet iya tv gitu terus biaya perbulannya saja tidak murah tapi gangguannya membuat geram,-19,negative,0,"Tolong dong, jgn banyak keluhan. Tiap sebulan ada kali 4-5 kali gangguan bahkan bisa lebih. Capek tau! Males juga ngehubunginnya. @IndiHomeCare @IndiHome kalau gak wifi ya tv gitu terus. Biaya perbulannya aja gak murah, tp gangguannya bikin geram.",2023-04-25 09:14:14+00:00,sellylubis,tolong dong jangan banyak keluhan tiap sebulan ada kali kali gangguan bahkan bisa lebih capek tahu males juga ngehubunginnya kalau tidak internet iya tv gitu terus biaya perbulannya saja tidak murah tapi gangguannya membuat geram,tolong keluh bulan kali kali ganggu capek males ngehubunginnya internet tv gitu biaya bulan murah ganggu geram,tolong keluhan sebulan kali kali gangguan capek males ngehubunginnya internet tv gitu biaya perbulannya murah gangguannya geram,0
453,stb tv indihome gangguan hari,0,positive,1,Stb tv indihome error 2 hari @IndiHome @IndiHomeCare,2023-04-23 10:15:36+00:00,AbiyogaPutraA,stb tv indihome gangguan hari,stb tv indihome ganggu,stb tv indihome gangguan,1
454,admin kok lebaran tahun ini tidak open all channel tv nya etdah,-8,negative,0,Min @indihome @indihomecare kok lebaran tahun ini gak open all channel tv nya? Etdah,2023-04-22 02:46:57+00:00,efasmara,admin kok lebaran tahun ini tidak open all channel tv nya etdah,admin lebaran open all channel tv etdah,admin lebaran open all channel tv etdah,0
455,tumben amat admin tidak ada open channel tv di momen hari raya,-5,negative,0,Tumben amat min ga ada open channel tv di momen hari raya? @IndiHomeCare @IndiHome,2023-04-21 01:40:16+00:00,feldimahendra,tumben amat admin tidak ada open channel tv di momen hari raya,tumben admin open channel tv momen raya,tumben admin open channel tv momen raya,0
456,halo aplikasi prime video di indihome tv saya tidak ada bkenapaimana cara menginstall nya,-10,negative,0,"Halo @IndiHome app prime video di Indihome TV saya tidak ada
Bagaimana cara meng-install nya?",2023-04-16 17:03:54+00:00,obstacle_es,halo aplikasi prime video di indihome tv saya tidak ada bkenapaimana cara menginstall nya,halo aplikasi prime video indihome tv menginstall,halo aplikasi prime video indihome tv menginstall,0
457,mindahin box kecil yang untuk tv tuh bayar tidak,-15,negative,0,mindahin box kecil yg untuk tv tuh bayar ga @IndiHomeCare @IndiHome,2023-04-12 16:59:11+00:00,nonyatiim,mindahin box kecil yang untuk tv tuh bayar tidak,mindahin box tv bayar,mindahin box tv bayar,1
458,untuk viu di tv indihome tidak bisa login pakai akun yang sudah ada kah harus berlangganan via tv nya langsung,-8,negative,0,Untuk viu di tv indihome ga bisa login pakai akun yang udah ada kah? Harus berlangganan via tv nya langsung? @IndiHome @IndiHomeCare,2023-04-02 06:22:31+00:00,cheezyypizza,untuk viu di tv indihome tidak bisa login pakai akun yang sudah ada kah harus berlangganan via tv nya langsung,viu tv indihome login pakai akun kah langgan via tv langsung,viu tv indihome login pakai akun kah berlangganan via tv langsung,0
459,indihome tv tidak bisa kepake mau lapor via aplikasi tidak bisa karena ada pelaporan yang tidak di selesaiin sampai setaun statusnya belum terselesaikan piye,-25,negative,0,"Indihome tv gak bisa kepake, mau lapor via aplikasi gak bisa karna ada pelaporan yang gak di selesai2in sampe setaun statusnya belum terselesaikan. Piye @TelkomCare @IndiHome @IndiHomeCare",2023-03-31 01:16:06+00:00,mhumu7,indihome tv tidak bisa kepake mau lapor via aplikasi tidak bisa karena ada pelaporan yang tidak di selesaiin sampai setaun statusnya belum terselesaikan piye,indihome tv kepake lapor via aplikasi lapor selesaiin taun status selesai piye,indihome tv kepake lapor via aplikasi pelaporan selesaiin setaun statusnya terselesaikan piye,0
460,admin ini tv kenapa tidak bisa sambung yaa dari stb ke tv nya tv saya biru doang tidak ada gambarnya saya bayar internet tv looh tolong kerja samanya yang sat set gosah nyuruh cek cek lagi udah di cek tapi tidak bisa langsung kirim teknisi saja ,-46,negative,0,"Min ini tv knpa gak bisa nyambung yaa dari stb ke tv nya? Tv aing biru doang kagak ada gambarnya, aing bayar internet tv looh @IndiHomeCare @IndiHome tolong kerja samanya   yang sat set, gosah nyuruh cek cek lgi udh di cek tpi gak bisa, langsung kirim teknisi aja, makasih",2023-03-26 06:11:44+00:00,lipbutterr,admin ini tv kenapa tidak bisa sambung yaa dari stb ke tv nya tv saya biru doang tidak ada gambarnya saya bayar internet tv looh tolong kerja samanya yang sat set gosah nyuruh cek cek lagi udah di cek tapi tidak bisa langsung kirim teknisi saja ,admin tv sambung stb tv tv biru doang gambar bayar internet tv looh tolong kerja sama sat set gosah nyuruh cek cek udah cek langsung kirim teknisi ,admin tv sambung stb tv tv biru doang gambarnya bayar internet tv looh tolong kerja samanya sat set gosah nyuruh cek cek udah cek langsung kirim teknisi ,0
461,admin indihome tv ini kalau siaean mnc group suara tidak ada semua yaa volume sudah mentok,-11,negative,0,"Min @IndiHome indihome tv ini kalo siaean MNC group suara gak ada semua yaa, volume udah mentok",2023-03-25 12:48:07+00:00,soudjiroseta,admin indihome tv ini kalau siaean mnc group suara tidak ada semua yaa volume sudah mentok,admin indihome tv siaean mnc group suara volume mentok,admin indihome tv siaean mnc group suara volume mentok,0
462,internet di hp lancar tapi di tv astagfirullah kenapa deh begitu anak aku sebentar lagi bangun sahur,-6,negative,0,"Wifi di hp lancar, tapi di tv astagfirullah. Knp dah begitu???? @IndiHomeCare @IndiHome anak aku bentar lg bangun sahur😭😭",2023-03-22 19:26:28+00:00,Cindype58625353,internet di hp lancar tapi di tv astagfirullah kenapa deh begitu anak aku sebentar lagi bangun sahur,internet hp lancar tv astagfirullah anak sebentar bangun sahur,internet hp lancar tv astagfirullah anak sebentar bangun sahur,1
463,jadi gini sinyalnya kenapa sih mou nonton tv saja sulid,-4,negative,0,Jadi gini... @IndiHome sinyalnya knp sih? Mou nonton tv aja sulid,2023-03-22 18:38:57+00:00,Cindype58625353,jadi gini sinyalnya kenapa sih mou nonton tv saja sulid,gin sinyal mou nonton tv sulid,gini sinyalnya mou nonton tv sulid,0
464,halo siaran stb usee tv saya kenapa patah iya padahal sudah saya restart beberapa kali tapi masih patah di tv nya,-15,negative,0,"halo @IndiHomeCare @IndiHome @UseeTVcom siaran stb usee tv saya kenapa patah"" ya ? padahal sudah saya restart beberapa kali tapi masih patah"" di tv nya.",2023-03-22 11:12:32+00:00,erfanoooo_,halo siaran stb usee tv saya kenapa patah iya padahal sudah saya restart beberapa kali tapi masih patah di tv nya,halo siar stb tv patah restart kali patah tv,halo siaran stb tv patah restart kali patah tv,0
465,klen tega menghilangkan internet dan tv di rumah kami kesabaran saya diuji klen masih ada ganti rugi,-4,negative,0,Klen @IndiHome tega menghilangkan internet dan tv di rumah kami! Kesabaran saya diuji! Klen masih ada! Ganti rugi! @ylku @IndiHomeCare,2023-03-22 01:45:24+00:00,jbr2606,klen tega menghilangkan internet dan tv di rumah kami kesabaran saya diuji klen masih ada ganti rugi,klen tega hilang internet tv rumah sabar uji klen ganti rugi,klen tega menghilangkan internet tv rumah kesabaran diuji klen ganti rugi,0
466,tv kabel gangguan kah mau nonton tv dari tadi tidak bisa bisa,-4,negative,0,Tv kabel @IndiHome error kah ? Mau nonton tv dari td ga bs bs. 🙃🙃🙃,2023-03-15 02:30:54+00:00,Sepgu_chanhyyy,tv kabel gangguan kah mau nonton tv dari tadi tidak bisa bisa,tv kabel ganggu kah nonton tv,tv kabel gangguan kah nonton tv,0
467,indihome di rumah saya gangguan tolonk ibu tidak bisa nonton tv katanya,-6,negative,0,"Indihome di rumah saya error tolonk @IndiHomeCare @IndiHome 
Ibu gabisa nonton TV katanya",2023-03-15 02:00:56+00:00,kleponmanissss,indihome di rumah saya gangguan tolonk ibu tidak bisa nonton tv katanya,indihome rumah ganggu tolonk nonton tv,indihome rumah gangguan tolonk nonton tv,1
468,males banget tidak bisa login viu di androidtv masa harus langganan lewat indihome dulu kalau mau login di tv padahal saya sudah punya akun sendiri beli di viunya langsung fiturnya tidak banget harus langganan double dong hdhh,-14,negative,0,"males bgt gabisa login viu di androidtv. masa kudu langganan lewat indihome dulu kalo mau login di tv?? padahal gue udah punya akun sendiri beli di viunya langsung. fiturnya ga bgt, kudu langganan double dong hdhh @IndiHome @IndiHomeCare",2023-03-13 08:54:31+00:00,pororobbh,males banget tidak bisa login viu di androidtv masa harus langganan lewat indihome dulu kalau mau login di tv padahal saya sudah punya akun sendiri beli di viunya langsung fiturnya tidak banget harus langganan double dong hdhh,males banget login viu androidtv langgan indihome login tv akun beli viunya langsung fiturnya banget langgan double hdhh,males banget login viu androidtv langganan indihome login tv akun beli viunya langsung fiturnya banget langganan double hdhh,0
469,cara supaya ada netflix di tv tuh bkenapaimana sih dari pihak indihome saya pengen nonton film di tv dari netflix tapi tidak tahu kenapa tidak ada aplikasi nya tahun kemarin ada sekarang tidak ada nonton lewat web juga susah banget di tv sih,-34,negative,0,"Cara supaya ada Netflix di tv tuh gimana sih ?? Dari pihak Indihome. Gw pengen nonton film di tv dari Netflix :') tapi nggak tau kenapa nggak ada app nya. Tahun kemarin ada, sekarang nggak ada😭😭. Nonton lewat web juga susah banget di tv sih @IndiHome",2023-03-11 13:42:52+00:00,Pejuangimpian02,cara supaya ada netflix di tv tuh bkenapaimana sih dari pihak indihome saya pengen nonton film di tv dari netflix tapi tidak tahu kenapa tidak ada aplikasi nya tahun kemarin ada sekarang tidak ada nonton lewat web juga susah banget di tv sih,netflix tv indihome ken nonton film tv netflix aplikasi kemarin nonton web susah banget tv,netflix tv indihome pengen nonton film tv netflix aplikasi kemarin nonton web susah banget tv,0
470,pergi layanan tv bisa tidak,-4,negative,0,cabut layanan tv bisa gak ? @IndiHome,2023-03-10 08:16:18+00:00,Nasipadangkiki,pergi layanan tv bisa tidak,pergi layan tv,pergi layanan tv,0
471,halo bisa restart koneksi dari pusat tidak sudah jam lebih internet dan tv kabel tidak bisa terkoneksi,-6,negative,0,"Halo @IndiHomeCare @IndiHome, bisa restart koneksi dari pusat enggak? udah 3 jam lebih Internet dan TV kabel gak bisa terkoneksi.",2023-03-09 18:04:47+00:00,damsdude,halo bisa restart koneksi dari pusat tidak sudah jam lebih internet dan tv kabel tidak bisa terkoneksi,halo restart koneksi pusat jam internet tv kabel koneksi,halo restart koneksi pusat jam internet tv kabel terkoneksi,0
472,syarat buat berhenti langganan tv bulanan indihome bkenapaimana soalnya udah tidak pernah dipake lagi,-4,negative,0,Syarat buat berhenti langganan tv bulanan indihome gmn? Soalnya udh ga pernah dipake lagi @IndiHome @IndiHomeCare,2023-03-05 06:16:38+00:00,hello_matcha_,syarat buat berhenti langganan tv bulanan indihome bkenapaimana soalnya udah tidak pernah dipake lagi,syarat henti langgan tv bulan indihome udah dipake,syarat berhenti langganan tv bulanan indihome udah dipake,1
473,halo internet mati tv mati sering begini enak banget rugi kami tidak pernah diganti,-7,negative,0,Halo @IndiHome @IndiHomeCare @jokowi internet mati tv mati sering begini enak banget rugi kami gak pernah diganti,2023-02-25 17:11:44+00:00,Info_Demokrasi,halo internet mati tv mati sering begini enak banget rugi kami tidak pernah diganti,halo internet mati tv mati enak banget rugi ganti,halo internet mati tv mati enak banget rugi diganti,0
474,halo internet mati tv mati sering begini enak banget rugi kami tidak pernah diganti,-7,negative,0,Halo @IndiHome @IndiHomeCare internet mati tv mati sering begini enak banget rugi kami gak pernah diganti,2023-02-25 17:07:53+00:00,PojokHAM,halo internet mati tv mati sering begini enak banget rugi kami tidak pernah diganti,halo internet mati tv mati enak banget rugi ganti,halo internet mati tv mati enak banget rugi diganti,0
475,iniii indihome tv kenapa masalah melulu yaa,-7,negative,0,iniii indihome tv kenapa eror mulu yaa @IndiHomeCare @IndiHome,2023-02-21 13:28:19+00:00,mwimoii,iniii indihome tv kenapa masalah melulu yaa,iniii indihome tv masalah melulu,iniii indihome tv masalah melulu,0
476,mint saya langganan tv dan internet kalau mau berhenti berlangganan televisinya saja bisa tidak syarat dan biaya tagihannya turun tidak,-9,negative,0,"Mint @IndiHome @IndiHomeCare, saya langganan tv dan wifi, kalo mau berhenti berlangganan televisinya aja bisa ga? Syarat dan biaya tagihannya turun ga?",2023-02-21 12:45:00+00:00,toamajid,mint saya langganan tv dan internet kalau mau berhenti berlangganan televisinya saja bisa tidak syarat dan biaya tagihannya turun tidak,mint langgan tv internet henti langgan televisi syarat biaya tagih turun,mint langganan tv internet berhenti berlangganan televisinya syarat biaya tagihannya turun,0
477,wahai kamu kenapa sih sering banget gini tiba akun diisolir padahal sudah bayar kapan hari juga tidak ada angin tidak ada ujan tiba tv muncul gitu juga capeekk,-7,negative,0,"Wahai @IndiHome kamu kenapa sih sering bgt gini, tiba2 akun diisolir padahal udah bayar, kapan hari juga ga ada angin ga ada ujan tiba2 tv muncul gitu juga.. Capeekk 😩",2023-02-21 00:59:38+00:00,PutriKirana_RR,wahai kamu kenapa sih sering banget gini tiba akun diisolir padahal sudah bayar kapan hari juga tidak ada angin tidak ada ujan tiba tv muncul gitu juga capeekk,banget gin akun isolir bayar angin ujan tv muncul gitu capeekk,banget gini akun diisolir bayar angin ujan tv muncul gitu capeekk,0
